"CLB","Fc.Type","Stock","Year","Agency","Mod"
"1903B","TRS","GSH",2012,8462,7555
"1903B","TRS","GSH",2013,8242,6986
"1903B","TRS","GSH",2014,15665,17159
"1903B","TRS","GSH",2015,9888,12696
"1903B","TRS","GSH",2016,10236,7530
"1903B","TRS","GSH",2017,14524,13610
"1903B","TRS","GSH",2018,11731,13090
"1903B","TRS","GSH",2019,10207,8706
"1903B","TRS","NKF",1999,43709,42348
"1903B","TRS","NKF",2000,35630,44799
"1903B","TRS","NKF",2001,71437,59866
"1903B","TRS","NKF",2002,62519,58031
"1903B","TRS","NKF",2003,33339,38737
"1903B","TRS","NKF",2004,18118,23593
"1903B","TRS","NKF",2005,20703,23861
"1903B","TRS","NKF",2006,38455,34102
"1903B","TRS","NKF",2007,39390,37290
"1903B","TRS","NKF",2008,33750,33999
"1903B","TRS","NKF",2009,25884,30698
"1903B","TRS","NKF",2010,41239,37813
"1903B","TRS","NKF",2011,40678,40952
"1903B","TRS","NKF",2012,41557,40594
"1903B","TRS","NKF",2013,37525,37218
"1903B","TRS","NKF",2014,32053,32519
"1903B","TRS","NKF",2015,23696,24902
"1903B","TRS","NKF",2016,21226,23236
"1903B","TRS","NKF",2017,24590,23551
"1903B","TRS","NKF",2018,25231,24336
"1903B","TRS","NKF",2019,21339,23102
"1903B","TRS","PSF+PSY",1999,146471,123516
"1903B","TRS","PSF+PSY",2000,100425,122821
"1903B","TRS","PSF+PSY",2001,145822,133928
"1903B","TRS","PSF+PSY",2002,147447,144833
"1903B","TRS","PSF+PSY",2003,144177,146147
"1903B","TRS","PSF+PSY",2004,143731,147777
"1903B","TRS","PSF+PSY",2005,155325,162193
"1903B","TRS","PSF+PSY",2006,191623,189341
"1903B","TRS","PSF+PSY",2007,221341,194571
"1903B","TRS","PSF+PSY",2008,160626,170866
"1903B","TRS","PSF+PSY",2009,136695,145566
"1903B","TRS","PSF+PSY",2010,144296,147164
"1903B","TRS","PSF+PSY",2011,155941,161832
"1903B","TRS","PSF+PSY",2012,192714,176897
"1903B","TRS","PSF+PSY",2013,182276,159770
"1903B","TRS","PSF+PSY",2014,80047,114228
"1903B","TRS","PSF+PSY",2015,96003,115249
"1903B","TRS","PSF+PSY",2016,166953,177860
"1903B","TRS","PSF+PSY",2017,286815,234474
"1903B","TRS","PSF+PSY",2018,230196,231845
"1903B","TRS","PSF+PSY",2019,187516,208161
"1903B","TRS","PSN",1999,23215,21493
"1903B","TRS","PSN",2000,17882,21108
"1903B","TRS","PSN",2001,26107,23200
"1903B","TRS","PSN",2002,25009,21975
"1903B","TRS","PSN",2003,9233,15262
"1903B","TRS","PSN",2004,16023,13551
"1903B","TRS","PSN",2005,10903,12627
"1903B","TRS","PSN",2006,13095,12695
"1903B","TRS","PSN",2007,12094,13445
"1903B","TRS","PSN",2008,18637,14937
"1903B","TRS","PSN",2009,10066,11772
"1903B","TRS","PSN",2010,8139,9001
"1903B","TRS","PSN",2011,8033,8634
"1903B","TRS","PSN",2012,10578,9362
"1903B","TRS","PSN",2013,8407,8979
"1903B","TRS","PSN",2014,8201,8754
"1903B","TRS","PSN",2015,10439,9674
"1903B","TRS","PSN",2016,9590,10610
"1903B","TRS","PSN",2017,13470,11116
"1903B","TRS","PSN",2018,7827,9908
"1903B","TRS","PSN",2019,10163,10479
"1903B","TRS","SKG",1999,5139,8532
"1903B","TRS","SKG",2000,16266,15739
"1903B","TRS","SKG",2001,14193,15921
"1903B","TRS","SKG",2002,18114,14035
"1903B","TRS","SKG",2003,10583,16392
"1903B","TRS","SKG",2004,22144,21722
"1903B","TRS","SKG",2005,22784,20770
"1903B","TRS","SKG",2006,21246,17735
"1903B","TRS","SKG",2007,12646,12060
"1903B","TRS","SKG",2008,14254,13887
"1903B","TRS","SKG",2009,10977,10967
"1903B","TRS","SKG",2010,7926,7809
"1903B","TRS","SKG",2011,8382,10368
"1903B","TRS","SKG",2012,15422,15014
"1903B","TRS","SKG",2013,13312,14011
"1903B","TRS","SKG",2014,12777,11956
"1903B","TRS","SKG",2015,13315,13365
"1903B","TRS","SKG",2016,17426,15818
"1903B","TRS","SKG",2017,14800,14342
"1903B","TRS","SKG",2018,12178,13253
"1903B","TRS","SKG",2019,13630,13644
"1903B","TRS","SNO",1999,2524,2995
"1903B","TRS","SNO",2000,3269,3981
"1903B","TRS","SNO",2001,6742,5817
"1903B","TRS","SNO",2002,7422,6856
"1903B","TRS","SNO",2003,5786,7433
"1903B","TRS","SNO",2004,10994,8067
"1903B","TRS","SNO",2005,4963,6934
"1903B","TRS","SNO",2006,7180,5810
"1903B","TRS","SNO",2007,2832,4878
"1903B","TRS","SNO",2008,6986,4684
"1903B","TRS","SNO",2009,1830,3495
"1903B","TRS","SNO",2010,3488,2748
"1903B","TRS","SNO",2011,1414,2422
"1903B","TRS","SNO",2012,3361,2688
"1903B","TRS","SNO",2013,2684,2730
"1903B","TRS","SNO",2014,2375,2551
"1903B","TRS","SNO",2015,2329,2889
"1903B","TRS","SNO",2016,4386,3725
"1903B","TRS","SNO",2017,4199,3848
"1903B","TRS","SNO",2018,3082,3351
"1903B","TRS","SNO",2019,2780,3011
"1903B","TRS","WCH",1999,13535,19254
"1903B","TRS","WCH",2000,22571,20695
"1903B","TRS","WCH",2001,23166,25903
"1903B","TRS","WCH",2002,34243,32499
"1903B","TRS","WCH",2003,41766,38341
"1903B","TRS","WCH",2004,39651,40594
"1903B","TRS","WCH",2005,40458,42019
"1903B","TRS","WCH",2006,51155,39561
"1903B","TRS","WCH",2007,22669,32751
"1903B","TRS","WCH",2008,26397,30776
"1903B","TRS","WCH",2009,38162,35673
"1903B","TRS","WCH",2010,41498,44140
"1903B","TRS","WCH",2011,63942,48891
"1903B","TRS","WCH",2012,40311,47794
"1903B","TRS","WCH",2013,44091,47812
"1903B","TRS","WCH",2014,51226,48429
"1903B","TRS","WCH",2015,54902,47864
"1903B","TRS","WCH",2016,31983,42662
"1903B","TRS","WCH",2017,43191,39744
"1903B","TRS","WCH",2018,43359,38889
"1903B","TRS","WCH",2019,25521,35273
"1903B","TRS","URB",1999,165889,185560
"1903B","TRS","URB",2000,156553,153505
"1903B","TRS","URB",2001,232491,254439
"1903B","TRS","URB",2002,276948,283605
"1903B","TRS","URB",2003,373191,372202
"1903B","TRS","URB",2004,362804,338083
"1903B","TRS","URB",2005,278339,272859
"1903B","TRS","URB",2006,230390,236564
"1903B","TRS","URB",2007,114064,107993
"1903B","TRS","URB",2008,196881,206954
"1903B","TRS","URB",2009,212047,212766
"1903B","TRS","URB",2010,324908,279057
"1903B","TRS","URB",2011,322234,353952
"1903B","TRS","URB",2012,297827,263373
"1903B","TRS","URB",2013,778254,885433
"1903B","TRS","URB",2014,683461,747893
"1903B","TRS","URB",2015,795915,726428
"1903B","TRS","URB",2016,406572,365525
"1903B","TRS","URB",2017,297124,240969
"1903B","TRS","URB",2018,149040,174758
"1903B","TRS","URB",2019,158400,140865
"1903B","TRS","SPR",1999,50189,46085
"1903B","TRS","SPR",2000,20528,16782
"1903B","TRS","SPR",2001,124954,140609
"1903B","TRS","SPR",2002,160836,141901
"1903B","TRS","SPR",2003,180592,181255
"1903B","TRS","SPR",2004,175245,171530
"1903B","TRS","SPR",2005,93145,98875
"1903B","TRS","SPR",2006,27918,28461
"1903B","TRS","SPR",2007,14549,12764
"1903B","TRS","SPR",2008,79433,80008
"1903B","TRS","SPR",2009,48970,49916
"1903B","TRS","SPR",2010,128554,134865
"1903B","TRS","SPR",2011,70531,67243
"1903B","TRS","SPR",2012,56947,59215
"1903B","TRS","SPR",2013,86703,81076
"1903B","TRS","SPR",2014,127586,128233
"1903B","TRS","SPR",2015,166359,166593
"1903B","TRS","SPR",2016,44555,43903
"1903B","TRS","SPR",2017,48880,42905
"1903B","TRS","SPR",2018,28942,34055
"1903B","TRS","SPR",2019,46000,46709
"1903B","TRS","BON",1999,12145,12429
"1903B","TRS","BON",2000,5968,13953
"1903B","TRS","BON",2001,40771,53044
"1903B","TRS","BON",2002,71498,63098
"1903B","TRS","BON",2003,54337,44210
"1903B","TRS","BON",2004,29832,24717
"1903B","TRS","BON",2005,11303,17911
"1903B","TRS","BON",2006,7270,5892
"1903B","TRS","BON",2007,5124,9568
"1903B","TRS","BON",2008,19067,13878
"1903B","TRS","BON",2009,11404,10578
"1903B","TRS","BON",2010,18850,22277
"1903B","TRS","BON",2011,24607,19698
"1903B","TRS","BON",2012,28456,28061
"1903B","TRS","BON",2013,13323,20750
"1903B","TRS","BON",2014,26081,19214
"1903B","TRS","BON",2015,21209,23733
"1903B","TRS","BON",2016,12371,10676
"1903B","TRS","BON",2017,15038,14228
"1903B","TRS","BON",2018,17776,18272
"1903B","TRS","BON",2019,14570,15434
"1903B","TRS","CWF",1999,27736,27356
"1903B","TRS","CWF",2000,21003,24954
"1903B","TRS","CWF",2001,53469,59313
"1903B","TRS","CWF",2002,84913,65053
"1903B","TRS","CWF",2003,100623,121086
"1903B","TRS","CWF",2004,78476,62594
"1903B","TRS","CWF",2005,62558,77974
"1903B","TRS","CWF",2006,51047,42757
"1903B","TRS","CWF",2007,27565,25056
"1903B","TRS","CWF",2008,41201,43488
"1903B","TRS","CWF",2009,65334,70107
"1903B","TRS","CWF",2010,84205,51854
"1903B","TRS","CWF",2011,84354,123821
"1903B","TRS","CWF",2012,56342,60353
"1903B","TRS","CWF",2013,89890,96372
"1903B","TRS","CWF",2014,75746,84352
"1903B","TRS","CWF",2015,107496,80168
"1903B","TRS","CWF",2016,69489,63552
"1903B","TRS","CWF",2017,49590,44923
"1903B","TRS","CWF",2018,35186,44778
"1903B","TRS","CWF",2019,39890,37641
"1903B","TRS","LRW",1999,3349,4399
"1903B","TRS","LRW",2000,10234,8161
"1903B","TRS","LRW",2001,15721,13590
"1903B","TRS","LRW",2002,24948,20251
"1903B","TRS","LRW",2003,26021,20759
"1903B","TRS","LRW",2004,22327,36305
"1903B","TRS","LRW",2005,16767,10222
"1903B","TRS","LRW",2006,17896,22066
"1903B","TRS","LRW",2007,4276,6341
"1903B","TRS","LRW",2008,7120,4656
"1903B","TRS","LRW",2009,7533,7215
"1903B","TRS","LRW",2010,11491,11295
"1903B","TRS","LRW",2011,15376,11465
"1903B","TRS","LRW",2012,12112,16182
"1903B","TRS","LRW",2013,25841,23249
"1903B","TRS","LRW",2014,25805,21334
"1903B","TRS","LRW",2015,32403,37959
"1903B","TRS","LRW",2016,13034,13916
"1903B","TRS","LRW",2017,7838,9051
"1903B","TRS","LRW",2018,8272,9238
"1903B","TRS","LRW",2019,13700,15331
"1903B","TRS","WSH",1999,57787,50660
"1903B","TRS","WSH",2000,61292,54577
"1903B","TRS","WSH",2001,85695,100636
"1903B","TRS","WSH",2002,127613,130139
"1903B","TRS","WSH",2003,132199,126698
"1903B","TRS","WSH",2004,157126,154546
"1903B","TRS","WSH",2005,68642,65509
"1903B","TRS","WSH",2006,64044,71768
"1903B","TRS","WSH",2007,43301,32270
"1903B","TRS","WSH",2008,32628,33491
"1903B","TRS","WSH",2009,42088,47623
"1903B","TRS","WSH",2010,118187,115976
"1903B","TRS","WSH",2011,85975,84630
"1903B","TRS","WSH",2012,70153,68386
"1903B","TRS","WSH",2013,53062,50975
"1903B","TRS","WSH",2014,51794,59011
"1903B","TRS","WSH",2015,87071,88286
"1903B","TRS","WSH",2016,49768,54432
"1903B","TRS","WSH",2017,53653,43398
"1903B","TRS","WSH",2018,39660,40439
"1903B","TRS","WSH",2019,42490,43866
"1903B","TRS","CWS",1999,4799,4223
"1903B","TRS","CWS",2000,6132,7326
"1903B","TRS","CWS",2001,7182,5990
"1903B","TRS","CWS",2002,11644,17693
"1903B","TRS","CWS",2003,25584,24343
"1903B","TRS","CWS",2004,28696,24837
"1903B","TRS","CWS",2005,16227,18041
"1903B","TRS","CWS",2006,19685,23826
"1903B","TRS","CWS",2007,19519,13082
"1903B","TRS","CWS",2008,6838,5650
"1903B","TRS","CWS",2009,7867,7086
"1903B","TRS","CWS",2010,12211,11093
"1903B","TRS","CWS",2011,7946,8842
"1903B","TRS","CWS",2012,15429,14987
"1903B","TRS","CWS",2013,11244,11993
"1903B","TRS","CWS",2014,11452,10261
"1903B","TRS","CWS",2015,27941,26726
"1903B","TRS","CWS",2016,26786,29696
"1903B","TRS","CWS",2017,18917,18859
"1903B","TRS","CWS",2018,9419,9219
"1903B","TRS","CWS",2019,4152,4605
"1903B","TRS","SUM",1999,21867,20636
"1903B","TRS","SUM",2000,22595,30087
"1903B","TRS","SUM",2001,52960,53254
"1903B","TRS","SUM",2002,89524,76805
"1903B","TRS","SUM",2003,83058,80615
"1903B","TRS","SUM",2004,65623,69872
"1903B","TRS","SUM",2005,60272,66660
"1903B","TRS","SUM",2006,77573,62613
"1903B","TRS","SUM",2007,37035,51690
"1903B","TRS","SUM",2008,55532,51054
"1903B","TRS","SUM",2009,53881,59636
"1903B","TRS","SUM",2010,72364,68772
"1903B","TRS","SUM",2011,80574,72423
"1903B","TRS","SUM",2012,58300,65135
"1903B","TRS","SUM",2013,67603,70280
"1903B","TRS","SUM",2014,78304,86074
"1903B","TRS","SUM",2015,126882,105847
"1903B","TRS","SUM",2016,91048,92213
"1903B","TRS","SUM",2017,68200,68284
"1903B","TRS","SUM",2018,42120,48830
"1903B","TRS","SUM",2019,35900,39710
"1903B","TRS","WCN",1999,25065,27094
"1903B","TRS","WCN",2000,26507,28369
"1903B","TRS","WCN",2001,34747,32622
"1903B","TRS","WCN",2002,36183,37482
"1903B","TRS","WCN",2003,39947,43296
"1903B","TRS","WCN",2004,57917,46067
"1903B","TRS","WCN",2005,41461,44312
"1903B","TRS","WCN",2006,38246,38000
"1903B","TRS","WCN",2007,26270,31271
"1903B","TRS","WCN",2008,31219,30217
"1903B","TRS","WCN",2009,27215,32407
"1903B","TRS","WCN",2010,40293,37779
"1903B","TRS","WCN",2011,49824,41502
"1903B","TRS","WCN",2012,40637,40680
"1903B","TRS","WCN",2013,34086,39213
"1903B","TRS","WCN",2014,32459,37955
"1903B","TRS","WCN",2015,52225,39153
"1903B","TRS","WCN",2016,27085,36980
"1903B","TRS","WCN",2017,36854,35360
"1903B","TRS","WCN",2018,38721,36362
"1903B","TRS","WCN",2019,30768,37377
"1903B","TRS","MCB",1999,50800,44328
"1903B","TRS","MCB",2000,37200,43947
"1903B","TRS","MCB",2001,76600,62750
"1903B","TRS","MCB",2002,108400,122829
"1903B","TRS","MCB",2003,150300,156769
"1903B","TRS","MCB",2004,122600,115977
"1903B","TRS","MCB",2005,97900,88451
"1903B","TRS","MCB",2006,80471,76079
"1903B","TRS","MCB",2007,47575,57554
"1903B","TRS","MCB",2008,75489,65559
"1903B","TRS","MCB",2009,73069,74689
"1903B","TRS","MCB",2010,78937,71367
"1903B","TRS","MCB",2011,87235,81107
"1903B","TRS","MCB",2012,61392,92153
"1903B","TRS","MCB",2013,249588,173746
"1903B","TRS","MCB",2014,203175,244207
"1903B","TRS","MCB",2015,170620,178226
"1903B","TRS","MCB",2016,88299,95171
"1903B","TRS","MCB",2017,51566,60488
"1903B","TRS","MCB",2018,50243,45169
"1903B","TRS","MCB",2019,56700,68148
"1903B","ESC","AKS",1999,12219,16445
"1903B","ESC","AKS",2000,16164,18246
"1903B","ESC","AKS",2001,21590,19708
"1903B","ESC","AKS",2002,18679,18293
"1903B","ESC","AKS",2003,14576,14379
"1903B","ESC","AKS",2004,17107,19427
"1903B","ESC","AKS",2005,15235,16265
"1903B","ESC","AKS",2006,20730,16936
"1903B","ESC","AKS",2007,15012,14919
"1903B","ESC","AKS",2008,13780,13701
"1903B","ESC","AKS",2009,10463,13291
"1903B","ESC","AKS",2010,15674,12696
"1903B","ESC","AKS",2011,11808,12023
"1903B","ESC","AKS",2012,6731,5393
"1903B","ESC","AKS",2013,8175,9911
"1903B","ESC","AKS",2014,10587,8948
"1903B","ESC","AKS",2015,9961,9636
"1903B","ESC","AKS",2016,5997,5358
"1903B","ESC","AKS",2017,4600,5452
"1903B","ESC","AKS",2018,8875,7808
"1903B","ESC","AKS",2019,0,8186
"1903B","ESC","FRL",1999,188873,199274
"1903B","ESC","FRL",2000,133998,139994
"1903B","ESC","FRL",2001,192693,180355
"1903B","ESC","FRL",2002,172451,205309
"1903B","ESC","FRL",2003,308769,209353
"1903B","ESC","FRL",2004,206892,244497
"1903B","ESC","FRL",2005,130229,159615
"1903B","ESC","FRL",2006,116985,125234
"1903B","ESC","FRL",2007,110736,105349
"1903B","ESC","FRL",2008,88667,106979
"1903B","ESC","FRL",2009,97541,80839
"1903B","ESC","FRL",2010,196175,197173
"1903B","ESC","FRL",2011,182269,186944
"1903B","ESC","FRL",2012,70029,76029
"1903B","ESC","FRL",2013,104476,109067
"1903B","ESC","FRL",2014,113568,139629
"1903B","ESC","FRL",2015,141296,103872
"1903B","ESC","FRL",2016,95170,100514
"1903B","ESC","FRL",2017,61074,55995
"1903B","ESC","FRL",2018,81399,96461
"1903B","ESC","FRL",2019,126343,114880
"1903B","ESC","GSQ",1999,26783,26753
"1903B","ESC","GSQ",2000,35101,34597
"1903B","ESC","GSQ",2001,42436,40380
"1903B","ESC","GSQ",2002,41022,41047
"1903B","ESC","GSQ",2003,40500,40780
"1903B","ESC","GSQ",2004,31803,32920
"1903B","ESC","GSQ",2005,28490,36140
"1903B","ESC","GSQ",2006,50989,37951
"1903B","ESC","GSQ",2007,24877,27920
"1903B","ESC","GSQ",2008,19392,25810
"1903B","ESC","GSQ",2009,31323,25425
"1903B","ESC","GSQ",2010,22480,24766
"1903B","ESC","GSQ",2011,18751,25132
"1903B","ESC","GSQ",2012,42830,35293
"1903B","ESC","GSQ",2013,40341,42068
"1903B","ESC","GSQ",2014,41418,41952
"1903B","ESC","GSQ",2015,37253,38530
"1903B","ESC","GSQ",2016,38648,41474
"1903B","ESC","GSQ",2017,52535,42778
"1903B","ESC","GSQ",2018,31436,38251
"1903B","ESC","GSQ",2019,36991,35628
"1903B","ESC","GST",1999,8715,8457
"1903B","ESC","GST",2000,8223,8979
"1903B","ESC","GST",2001,8569,7541
"1903B","ESC","GST",2002,7812,7462
"1903B","ESC","GST",2003,5903,6724
"1903B","ESC","GST",2004,3642,5530
"1903B","ESC","GST",2005,4870,4513
"1903B","ESC","GST",2006,4880,4205
"1903B","ESC","GST",2007,4778,4887
"1903B","ESC","GST",2008,5646,5499
"1903B","ESC","GST",2009,3106,3777
"1903B","ESC","GST",2010,5763,4036
"1903B","ESC","GST",2011,7595,7762
"1903B","ESC","GST",2012,6291,7302
"1903B","ESC","GST",2013,5440,5094
"1903B","ESC","GST",2014,6579,8948
"1903B","ESC","GST",2015,9840,9966
"1903B","ESC","GST",2016,10639,9537
"1903B","ESC","GST",2017,14270,12256
"1903B","ESC","GST",2018,19417,18734
"1903B","ESC","GST",2019,22630,25520
"1903B","ESC","NKS",1999,1111,1062
"1903B","ESC","NKS",2000,1615,1738
"1903B","ESC","NKS",2001,2629,2795
"1903B","ESC","NKS",2002,4366,3612
"1903B","ESC","NKS",2003,3448,3378
"1903B","ESC","NKS",2004,1891,2383
"1903B","ESC","NKS",2005,2279,2027
"1903B","ESC","NKS",2006,1716,1886
"1903B","ESC","NKS",2007,1786,1755
"1903B","ESC","NKS",2008,1714,1900
"1903B","ESC","NKS",2009,2360,2205
"1903B","ESC","NKS",2010,2596,2261
"1903B","ESC","NKS",2011,1348,1717
"1903B","ESC","NKS",2012,1266,1399
"1903B","ESC","NKS",2013,1590,1504
"1903B","ESC","NKS",2014,1606,1737
"1903B","ESC","NKS",2015,1852,1757
"1903B","ESC","NKS",2016,1880,1753
"1903B","ESC","NKS",2017,1291,1442
"1903B","ESC","NKS",2018,1389,1391
"1903B","ESC","NKS",2019,1508,1424
"1903B","ESC","STL",1999,1436,1713
"1903B","ESC","STL",2000,2074,1825
"1903B","ESC","STL",2001,1729,1845
"1903B","ESC","STL",2002,2007,1791
"1903B","ESC","STL",2003,1307,1647
"1903B","ESC","STL",2004,1912,1641
"1903B","ESC","STL",2005,1363,1542
"1903B","ESC","STL",2006,1612,1409
"1903B","ESC","STL",2007,870,1276
"1903B","ESC","STL",2008,1914,1454
"1903B","ESC","STL",2009,1061,1341
"1903B","ESC","STL",2010,1358,1303
"1903B","ESC","STL",2011,1345,1455
"1903B","ESC","STL",2012,1750,1541
"1903B","ESC","STL",2013,1469,1350
"1903B","ESC","STL",2014,721,941
"1903B","ESC","STL",2015,709,827
"1903B","ESC","STL",2016,1053,966
"1903B","ESC","STL",2017,1070,925
"1903B","ESC","STL",2018,665,701
"1903B","ESC","STL",2019,376,460
"1903B","ESC","ORC",1999,82084,74043
"1903B","ESC","ORC",2000,67771,99482
"1903B","ESC","ORC",2001,130795,121752
"1903B","ESC","ORC",2002,171904,173064
"1903B","ESC","ORC",2003,183183,167841
"1903B","ESC","ORC",2004,138150,141839
"1903B","ESC","ORC",2005,106632,127608
"1903B","ESC","ORC",2006,109112,75747
"1903B","ESC","ORC",2007,46242,51535
"1903B","ESC","ORC",2008,39887,33921
"1903B","ESC","ORC",2009,53550,48850
"1903B","ESC","ORC",2010,72206,106804
"1903B","ESC","ORC",2011,99247,83877
"1903B","ESC","ORC",2012,91655,67499
"1903B","ESC","ORC",2013,117203,141202
"1903B","ESC","ORC",2014,133614,154770
"1903B","ESC","ORC",2015,144548,157399
"1903B","ESC","ORC",2016,103788,86129
"1903B","ESC","ORC",2017,79462,59437
"1903B","ESC","ORC",2018,58615,62295
"1903B","ESC","ORC",2019,73721,54068
"1903B","ESC","LYF",1999,905,790
"1903B","ESC","LYF",2000,1148,1982
"1903B","ESC","LYF",2001,5163,2287
"1903B","ESC","LYF",2002,2116,3884
"1903B","ESC","LYF",2003,3856,3509
"1903B","ESC","LYF",2004,2983,2690
"1903B","ESC","LYF",2005,2602,3357
"1903B","ESC","LYF",2006,2483,2099
"1903B","ESC","LYF",2007,2016,2017
"1903B","ESC","LYF",2008,2222,2584
"1903B","ESC","LYF",2009,1431,2503
"1903B","ESC","LYF",2010,9583,7656
"1903B","ESC","LYF",2011,7895,8448
"1903B","ESC","LYF",2012,12797,13181
"1903B","ESC","LYF",2013,20425,15503
"1903B","ESC","LYF",2014,14172,15916
"1903B","ESC","LYF",2015,16212,14989
"1903B","ESC","LYF",2016,9772,11336
"1903B","ESC","LYF",2017,6996,7408
"1903B","ESC","LYF",2018,6133,7297
"1903B","ESC","LYF",2019,5435,6814
